8838,671.699,-3358.299,476.195,28.262,179.994,179.994
8838,673.321,-3354.038,473.414,37.985,179.994,179.994
8838,674.942,-3350.308,469.953,47.719,179.994,179.994
8838,676.564,-3347.217,465.911,57.453,179.994,179.994
8838,678.186,-3344.853,461.405,67.175,179.994,179.994
8838,679.807,-3343.285,456.565,76.904,179.994,179.994
8838,681.429,-3342.557,451.529,86.643,179.994,179.994
8838,683.050,-3342.691,446.442,83.622,0.000,0.000
8838,683.050,-3343.471,441.409,78.755,0.000,0.000
8838,683.050,-3344.674,436.460,73.888,0.000,0.000
8838,683.050,-3346.293,431.632,69.016,0.000,0.000
8838,683.050,-3348.316,426.958,64.165,0.000,0.000
8838,683.050,-3350.728,422.472,59.298,0.000,0.000
8838,683.050,-3353.511,418.207,54.437,0.000,0.000
8838,683.050,-3356.647,414.193,49.570,0.000,0.000
8838,683.050,-3360.111,410.460,44.703,0.000,0.000
8838,683.050,-3363.879,407.034,39.841,0.000,0.000
8838,683.050,-3367.925,403.940,34.974,0.000,0.000
8838,683.050,-3372.218,401.200,30.108,0.000,0.000
8838,683.050,-3376.728,398.834,25.246,0.000,0.000
8838,683.050,-3381.422,396.860,20.379,0.000,0.000
8838,683.050,-3386.267,395.290,15.518,0.000,0.000
8838,683.050,-3391.228,394.137,10.651,0.000,0.000
8838,683.050,-3396.269,393.409,5.784,0.000,0.000
8838,683.050,-3401.353,393.110,0.922,0.000,0.000
8838,683.050,-3406.444,393.244,356.055,0.000,0.000
8838,683.050,-3411.505,393.810,351.188,0.000,0.000
8838,683.050,-3416.501,394.802,346.327,0.000,0.000
8838,683.050,-3421.394,396.215,341.460,0.000,0.000
8838,683.050,-3426.150,398.038,336.599,0.000,0.000
8838,683.050,-3430.734,400.257,331.732,0.000,0.000
8838,680.799,-3515.899,423.995,323.250,0.000,0.000
8838,683.050,-3608.000,378.295,46.631,0.000,0.000
8838,683.050,-3611.569,374.612,45.159,0.000,0.000
8838,683.050,-3615.231,371.022,43.692,0.000,0.000
8838,683.050,-3618.985,367.526,42.225,0.000,0.000
8838,683.050,-3622.827,364.128,40.753,0.000,0.000
8838,683.050,-3626.754,360.830,39.287,0.000,0.000
8838,683.050,-3630.765,357.633,37.814,0.000,0.000
8838,683.050,-3634.857,354.541,36.348,0.000,0.000
8838,683.050,-3639.027,351.554,34.876,0.000,0.000
8838,683.050,-3643.272,348.675,33.409,0.000,0.000
8838,683.050,-3647.589,345.906,31.937,0.000,0.000
8838,683.050,-3652.017,343.448,26.130,0.000,0.000
8838,683.050,-3656.671,341.450,20.324,0.000,0.000
8838,683.050,-3661.504,339.933,14.518,0.000,0.000
8838,683.050,-3666.465,338.913,8.712,0.000,0.000
8838,683.050,-3671.504,338.400,2.905,0.000,0.000
8838,683.050,-3676.569,338.400,357.099,0.000,0.000
8838,683.050,-3681.608,338.912,351.293,0.000,0.000
8838,683.050,-3728.599,338.395,12.491,0.000,0.000
8838,683.050,-3733.593,337.552,6.685,0.000,0.000
8838,683.050,-3738.647,337.217,0.878,0.000,0.000
8838,683.050,-3743.709,337.396,355.072,0.000,0.000
8838,683.050,-3748.727,338.086,349.266,0.000,0.000
8838,683.050,-3753.649,339.280,343.454,0.000,0.000
8838,683.050,-3758.425,340.966,337.648,0.000,0.000
8838,683.050,-3763.006,343.127,331.842,0.000,0.000
8838,683.050,-3803.199,357.295,331.836,0.000,0.000
1318,683.200,-3740.300,338.500,0.000,0.000,0.000
1318,683.051,-3761.300,343.600,0.000,0.000,0.000
1318,683.051,-3802.199,358.200,0.000,0.000,0.000
8838,680.000,-3905.299,314.600,83.369,0.000,99.992
8838,680.742,-3905.168,309.527,79.705,0.000,99.997
8838,681.802,-3904.981,304.513,76.030,0.000,99.997
8838,683.178,-3904.739,299.579,72.362,0.000,100.000
8838,684.862,-3904.442,294.744,68.688,0.000,100.000
8838,686.847,-3904.092,290.028,65.015,0.000,100.000
8838,689.126,-3903.690,285.452,61.341,0.000,100.000
8838,691.689,-3903.239,281.033,57.668,0.000,100.000
8838,694.525,-3902.738,276.790,53.994,0.000,100.000
8838,697.624,-3902.192,272.740,50.321,0.000,100.000
8838,700.970,-3901.601,268.900,46.647,0.000,99.997
8838,704.554,-3900.970,265.286,42.974,0.000,100.000
8838,708.357,-3900.299,261.912,39.298,0.000,99.997
8838,712.366,-3899.593,258.793,35.627,0.000,100.000
8838,716.563,-3898.852,255.941,31.954,0.000,100.000
8838,720.932,-3898.082,253.367,28.280,0.000,100.000
8838,725.454,-3897.285,251.084,24.607,0.000,100.000
8838,730.110,-3896.464,249.099,20.933,0.000,100.000
8838,734.883,-3895.622,247.421,17.260,0.000,100.000
8838,739.751,-3894.764,246.057,13.586,0.000,100.000
8838,748.799,-3907.299,242.699,9.909,19.995,101.409
8838,753.786,-3906.420,241.881,8.442,19.995,99.997
8838,758.791,-3905.538,241.193,6.970,19.995,99.997
8838,763.812,-3904.652,240.636,5.505,20.000,100.000
8838,768.846,-3903.765,240.209,4.035,20.000,100.000
8838,773.888,-3902.875,239.914,2.565,19.995,99.997
8838,778.937,-3901.985,239.750,1.096,20.000,100.000
8838,783.988,-3901.095,239.718,359.627,20.000,100.000
8838,789.038,-3900.204,239.817,358.158,20.000,100.000
8838,794.084,-3899.315,240.047,356.688,20.000,100.000
8838,799.123,-3898.426,240.409,355.219,20.000,100.000
8838,804.150,-3897.540,240.902,353.750,20.000,100.000
8838,809.164,-3896.656,241.526,352.280,20.000,100.000
8838,814.160,-3895.775,242.280,350.811,20.000,100.000
8838,819.136,-3894.897,243.164,349.341,20.000,100.000
8838,824.087,-3894.024,244.177,347.872,20.000,100.000
8838,829.012,-3893.156,245.319,346.403,20.000,100.000
8838,833.905,-3892.293,246.588,344.933,20.000,100.000
8838,838.766,-3891.436,247.985,343.464,20.000,100.000
8838,843.589,-3890.586,249.508,341.994,20.000,100.000
8838,848.372,-3889.742,251.155,340.525,20.000,100.000
8838,853.112,-3888.906,252.927,339.056,20.000,100.000
8838,857.806,-3888.079,254.822,337.586,20.000,100.000
8838,862.451,-3887.260,256.838,336.117,20.000,100.000
8838,867.043,-3886.450,258.975,334.647,20.000,100.000
8838,871.579,-3885.650,261.230,333.178,20.000,100.000
8838,876.099,-3889.299,268.500,334.945,99.459,113.340
8838,880.529,-3887.312,270.247,335.530,100.947,116.888
8838,884.849,-3885.056,271.944,336.192,102.383,120.400
8838,889.046,-3882.541,273.583,336.932,103.766,123.875
8838,893.106,-3879.773,275.157,337.748,105.089,127.309
8838,897.018,-3876.763,276.662,338.635,106.350,130.702
8838,900.769,-3873.520,278.089,339.589,107.545,134.053
8838,904.348,-3870.053,279.433,340.607,108.672,137.361
8838,907.743,-3866.376,280.688,341.683,109.728,140.627
8838,910.944,-3862.499,281.850,342.815,110.711,143.852
8838,913.941,-3858.435,282.912,343.997,111.621,147.036
8838,916.726,-3854.198,283.870,345.225,112.456,150.183
8838,919.290,-3849.801,284.720,346.496,113.216,153.293
8838,921.625,-3845.259,285.457,347.804,113.900,156.370
8838,923.723,-3840.586,286.079,349.146,114.509,159.416
8838,925.580,-3835.797,286.580,350.518,115.042,162.435
8838,927.190,-3830.909,286.959,351.916,115.500,165.430
8838,928.547,-3825.937,287.213,353.325,115.872,168.398
8838,929.649,-3820.898,287.339,354.771,116.188,171.360
8838,930.492,-3815.807,287.337,356.222,116.419,174.303
8838,931.075,-3810.682,287.204,357.682,116.575,177.236
8838,931.395,-3805.538,286.940,359.149,116.656,180.163
8838,931.453,-3800.393,286.544,0.615,116.658,183.087
8838,931.250,-3795.265,286.017,2.085,116.593,186.014
8838,930.785,-3790.168,285.358,3.546,116.449,188.946
8838,930.062,-3785.120,284.568,4.999,116.229,191.887
8838,929.084,-3780.137,283.650,6.438,115.935,194.841
8838,927.855,-3775.236,282.604,7.860,115.565,197.812
8838,926.378,-3770.433,281.432,9.261,115.120,200.803
8838,924.661,-3765.742,280.137,10.638,114.599,203.817
8838,922.708,-3761.180,278.723,11.985,114.002,206.859
8838,920.527,-3756.761,277.191,13.299,113.329,209.931
8838,918.126,-3752.500,275.546,14.575,112.581,213.036
8838,915.513,-3748.411,273.793,15.811,111.758,216.177
8838,912.697,-3744.506,271.934,17.000,110.860,219.355
8838,909.689,-3740.799,269.976,18.140,109.888,222.573
8838,906.498,-3737.302,267.922,19.226,108.844,225.832
8838,903.137,-3734.025,265.779,20.253,107.728,229.134
8838,899.616,-3730.981,263.553,21.217,106.544,232.478
8838,895.947,-3728.178,261.248,22.115,105.293,235.864
8838,892.144,-3725.625,258.872,22.943,103.979,239.293
8838,888.219,-3723.332,256.430,23.695,102.606,242.761
8838,884.185,-3721.305,253.930,24.370,101.177,246.268
8838,880.058,-3719.552,251.377,24.963,99.699,249.809
8838,875.849,-3718.077,248.780,25.471,98.173,253.383
8838,871.576,-3716.886,246.145,25.893,96.615,256.984
8838,867.250,-3715.982,243.480,26.225,95.022,260.609
8838,862.889,-3715.368,240.792,26.466,93.405,264.251
8838,858.506,-3715.047,238.088,26.614,91.772,267.906
8838,854.116,-3715.020,235.376,26.668,90.130,271.567
8838,849.734,-3715.285,232.664,26.629,88.487,275.229
8838,845.376,-3715.843,229.958,26.495,86.852,278.885
8838,841.056,-3716.693,227.267,26.269,85.232,282.529
8838,836.788,-3717.829,224.597,25.952,83.635,286.157
8838,832.589,-3719.250,221.957,25.544,82.068,289.762
8838,828.471,-3720.951,219.354,25.049,80.538,293.341
8838,824.449,-3722.926,216.794,24.469,79.052,296.888
8838,820.537,-3725.168,214.285,23.807,77.616,300.400
8838,816.748,-3727.670,211.834,23.067,76.233,303.875
8838,813.095,-3730.424,209.446,22.251,74.910,307.309
8838,809.591,-3733.421,207.130,21.364,73.649,310.702
8838,806.248,-3736.652,204.890,20.410,72.454,314.053
8838,803.077,-3740.105,202.734,19.390,71.323,317.356
